Class,Number of Occurrence,Number of Refactorings,Refactoring ID,Refactoring Type,Commit
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_4148,Rename Variable,4c090723e893b9b25236b5dfa117dc2b4a63aae3
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_4401,Rename Variable,62a13fe40513d9b28512e584d44b4128ee2d8f49
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_1643,Rename Method,23ec96ecf12ab8c65a74c08596ab591e296d8258
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_3677,Change Variable Type,64d3becf3b53ba6680fab0f118025684900985a9
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_3916,Change Variable Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_4145,Rename Parameter,4c090723e893b9b25236b5dfa117dc2b4a63aae3
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_4149,Change Variable Type,4c090723e893b9b25236b5dfa117dc2b4a63aae3
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_4156,Change Variable Type,4c090723e893b9b25236b5dfa117dc2b4a63aae3
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_4817,Rename Variable,f0c1b9223caf6433897f1ee2b1ac504d5c915c86
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_3671,Change Parameter Type,64d3becf3b53ba6680fab0f118025684900985a9
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_4154,Change Variable Type,4c090723e893b9b25236b5dfa117dc2b4a63aae3
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_1770,Rename Parameter,a542ea723efb7e9542916bccbdafb930b5f49fbf
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_3681,Rename Variable,64d3becf3b53ba6680fab0f118025684900985a9
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_2413,Change Return Type,122bdb733b02825c387f9b2a842c9d661cc179fd
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_4400,Change Variable Type,62a13fe40513d9b28512e584d44b4128ee2d8f49
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_3682,Rename Attribute,64d3becf3b53ba6680fab0f118025684900985a9
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_3921,Rename Variable,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_4150,Change Variable Type,4c090723e893b9b25236b5dfa117dc2b4a63aae3
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_4155,Change Variable Type,4c090723e893b9b25236b5dfa117dc2b4a63aae3
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_4818,Rename Variable,f0c1b9223caf6433897f1ee2b1ac504d5c915c86
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_4812,Rename Variable,f0c1b9223caf6433897f1ee2b1ac504d5c915c86
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_5027,Change Variable Type,e7dc62c152647c7e41aac84234aba40c04133438
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_5933,Move Method,95af2ce79a7a2bec3c9d49499913673dccb0bd76
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_4147,Change Variable Type,4c090723e893b9b25236b5dfa117dc2b4a63aae3
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_4157,Change Variable Type,4c090723e893b9b25236b5dfa117dc2b4a63aae3
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_4462,Change Variable Type,47eaa2afe2fe6a52562d8c6a84b20a3a40e9b377
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_3922,Change Variable Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_6060,Extract Variable,becb3d9df73cbb9ab218f7e6df3b71d26ab270d6
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_3678,Rename Variable,64d3becf3b53ba6680fab0f118025684900985a9
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_4814,Change Variable Type,f0c1b9223caf6433897f1ee2b1ac504d5c915c86
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_2414,Change Variable Type,122bdb733b02825c387f9b2a842c9d661cc179fd
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_1773,Change Attribute Type,a542ea723efb7e9542916bccbdafb930b5f49fbf
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_5025,Rename Variable,e7dc62c152647c7e41aac84234aba40c04133438
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_3674,Change Variable Type,64d3becf3b53ba6680fab0f118025684900985a9
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_5024,Change Variable Type,e7dc62c152647c7e41aac84234aba40c04133438
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_4819,Change Variable Type,f0c1b9223caf6433897f1ee2b1ac504d5c915c86
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_4813,Rename Variable,f0c1b9223caf6433897f1ee2b1ac504d5c915c86
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_3911,Change Parameter Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_3920,Change Variable Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_4811,Change Variable Type,f0c1b9223caf6433897f1ee2b1ac504d5c915c86
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_4402,Change Variable Type,62a13fe40513d9b28512e584d44b4128ee2d8f49
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_4151,Change Variable Type,4c090723e893b9b25236b5dfa117dc2b4a63aae3
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_3673,Rename Method,64d3becf3b53ba6680fab0f118025684900985a9
com.facebook.presto.sql.planner.QueryPlanner,142,74,presto_3919,Rename Variable,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.spi.VariableAllocator,1,1,presto_2487,Extract Interface,cbbeaf5d1fb9a1c2ecc07a2e3d26135cd4bab530
com.facebook.presto.hive.HivePageSourceProvider.ColumnMapping,4,2,presto_858,Rename Parameter,1d61bc7889e9d7c3a3b42196fbc6d2ba55a0040c
com.facebook.presto.hive.HivePageSourceProvider.ColumnMapping,4,2,presto_859,Change Parameter Type,1d61bc7889e9d7c3a3b42196fbc6d2ba55a0040c
com.facebook.presto.sql.planner.iterative.rule.TestPruneWindowColumns,34,17,presto_4102,Change Variable Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.TestPruneWindowColumns,34,17,presto_4108,Change Variable Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.TestPruneWindowColumns,34,17,presto_4097,Change Parameter Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.TestPruneWindowColumns,34,17,presto_4096,Change Parameter Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.TestPruneWindowColumns,34,17,presto_3732,Change Variable Type,64d3becf3b53ba6680fab0f118025684900985a9
com.facebook.presto.sql.planner.iterative.rule.TestPruneWindowColumns,34,17,presto_3733,Change Variable Type,64d3becf3b53ba6680fab0f118025684900985a9
com.facebook.presto.sql.planner.iterative.rule.TestPruneWindowColumns,34,17,presto_4099,Change Variable Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.TestPruneWindowColumns,34,17,presto_4103,Change Variable Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.TestPruneWindowColumns,34,17,presto_4104,Change Variable Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.TestPruneWindowColumns,34,17,presto_4101,Change Variable Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.TestPruneWindowColumns,34,17,presto_3734,Change Variable Type,64d3becf3b53ba6680fab0f118025684900985a9
com.facebook.presto.sql.planner.iterative.rule.TestPruneWindowColumns,34,17,presto_4098,Change Variable Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.TestPruneWindowColumns,34,17,presto_4106,Change Variable Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.TestPruneWindowColumns,34,17,presto_4107,Change Variable Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.TestPruneWindowColumns,34,17,presto_4100,Change Variable Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.TestPruneWindowColumns,34,17,presto_4105,Change Variable Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.TestPruneWindowColumns,34,17,presto_3735,Change Variable Type,64d3becf3b53ba6680fab0f118025684900985a9
com.facebook.presto.hive.gcs.GcsAccessTokenProvider,2,1,presto_1540,Rename Attribute,5150dce571ed7e35e1133bcdac2c8a528cfd5299
com.facebook.presto.spi.TableHandle,1,1,presto_2489,Move Class,8ca6d09d76ddb928b1f97f0a344a2a468dc8c068
com.facebook.presto.operator.aggregation.TestMapAggAggregation,1,1,presto_7200,Move Attribute,8d329026227f0d9a08edb773f7b9ce480bc11a69
com.facebook.presto.sql.relational.VariableReferenceExpression,1,1,presto_6935,Move Class,bafc4c8d4473c954db2b86196c99e26f29dda40a
com.facebook.presto.operator.scalar.ArrayConcatFunction,5,3,presto_184,Change Return Type,04ead21d85198984cb3fdedb078603fa0f62196c
com.facebook.presto.operator.scalar.ArrayConcatFunction,5,3,presto_7990,Change Parameter Type,8810c2904afe109a28dfb47c5931d5b51807880e
com.facebook.presto.operator.scalar.ArrayConcatFunction,5,3,presto_7989,Rename Parameter,8810c2904afe109a28dfb47c5931d5b51807880e
com.facebook.presto.metadata.StaticFunctionNamespaceManager,34,26,presto_1214,Move Method,5149d92be7295862532a7e4dc2db38641294e94e
com.facebook.presto.metadata.StaticFunctionNamespaceManager,34,26,presto_1218,Move Method,5149d92be7295862532a7e4dc2db38641294e94e
com.facebook.presto.metadata.StaticFunctionNamespaceManager,34,26,presto_1221,Extract Method,e23005fa160bfa734c5d864785abb867cb5834dc
com.facebook.presto.metadata.StaticFunctionNamespaceManager,34,26,presto_1223,Extract Method,e23005fa160bfa734c5d864785abb867cb5834dc
com.facebook.presto.metadata.StaticFunctionNamespaceManager,34,26,presto_1224,Extract Method,e23005fa160bfa734c5d864785abb867cb5834dc
com.facebook.presto.metadata.StaticFunctionNamespaceManager,34,26,presto_1217,Move Method,5149d92be7295862532a7e4dc2db38641294e94e
com.facebook.presto.metadata.StaticFunctionNamespaceManager,34,26,presto_1230,Rename Class,e4daef33d0d7f3c6c73121df0be2a5c520a38502
com.facebook.presto.metadata.StaticFunctionNamespaceManager,34,26,presto_1215,Move Method,5149d92be7295862532a7e4dc2db38641294e94e
com.facebook.presto.metadata.StaticFunctionNamespaceManager,34,26,presto_1211,Move Method,5149d92be7295862532a7e4dc2db38641294e94e
com.facebook.presto.metadata.StaticFunctionNamespaceManager,34,26,presto_1222,Extract Method,e23005fa160bfa734c5d864785abb867cb5834dc
com.facebook.presto.metadata.StaticFunctionNamespaceManager,34,26,presto_1177,Rename Class,30528632e2687373728f6e67ff709504ade5d45e
com.facebook.presto.metadata.StaticFunctionNamespaceManager,34,26,presto_1206,Move Method,5149d92be7295862532a7e4dc2db38641294e94e
com.facebook.presto.metadata.StaticFunctionNamespaceManager,34,26,presto_1216,Move Method,5149d92be7295862532a7e4dc2db38641294e94e
com.facebook.presto.metadata.StaticFunctionNamespaceManager,34,26,presto_1210,Move Method,5149d92be7295862532a7e4dc2db38641294e94e
com.facebook.presto.metadata.StaticFunctionNamespaceManager,34,26,presto_1212,Move Method,5149d92be7295862532a7e4dc2db38641294e94e
com.facebook.presto.metadata.StaticFunctionNamespaceManager,34,26,presto_1220,Extract Method,e23005fa160bfa734c5d864785abb867cb5834dc
com.facebook.presto.metadata.StaticFunctionNamespaceManager,34,26,presto_1213,Move Method,5149d92be7295862532a7e4dc2db38641294e94e
com.facebook.presto.metadata.StaticFunctionNamespaceManager,34,26,presto_1225,Parameterize Variable,e23005fa160bfa734c5d864785abb867cb5834dc
com.facebook.presto.metadata.StaticFunctionNamespaceManager,34,26,presto_1219,Extract Method,e23005fa160bfa734c5d864785abb867cb5834dc
com.facebook.presto.metadata.StaticFunctionNamespaceManager,34,26,presto_1205,Move Method,5149d92be7295862532a7e4dc2db38641294e94e
com.facebook.presto.metadata.StaticFunctionNamespaceManager,34,26,presto_1204,Move Method,5149d92be7295862532a7e4dc2db38641294e94e
com.facebook.presto.metadata.StaticFunctionNamespaceManager,34,26,presto_1208,Move Method,5149d92be7295862532a7e4dc2db38641294e94e
com.facebook.presto.metadata.StaticFunctionNamespaceManager,34,26,presto_1226,Extract Method,e23005fa160bfa734c5d864785abb867cb5834dc
com.facebook.presto.metadata.StaticFunctionNamespaceManager,34,26,presto_1207,Move Method,5149d92be7295862532a7e4dc2db38641294e94e
com.facebook.presto.metadata.StaticFunctionNamespaceManager,34,26,presto_1209,Move Method,5149d92be7295862532a7e4dc2db38641294e94e
com.facebook.presto.metadata.StaticFunctionNamespaceManager,34,26,presto_1203,Move Method,5149d92be7295862532a7e4dc2db38641294e94e
com.facebook.presto.parquet.reader.PrimitiveColumnReader,8,4,presto_7268,Rename Variable,e313922f234948bfba27f9334905a750580d824f
com.facebook.presto.parquet.reader.PrimitiveColumnReader,8,4,presto_7271,Rename Parameter,e313922f234948bfba27f9334905a750580d824f
com.facebook.presto.parquet.reader.PrimitiveColumnReader,8,4,presto_7269,Rename Variable,e313922f234948bfba27f9334905a750580d824f
com.facebook.presto.parquet.reader.PrimitiveColumnReader,8,4,presto_7270,Change Parameter Type,e313922f234948bfba27f9334905a750580d824f
com.facebook.presto.operator.TableWriterOperator,10,8,presto_1298,Move Attribute,f0009dca3cee139f995f384fd503d0e6f1d82525
com.facebook.presto.operator.TableWriterOperator,10,8,presto_1299,Move Attribute,f0009dca3cee139f995f384fd503d0e6f1d82525
com.facebook.presto.operator.TableWriterOperator,10,8,presto_1296,Move Attribute,f0009dca3cee139f995f384fd503d0e6f1d82525
com.facebook.presto.operator.TableWriterOperator,10,8,presto_1291,Rename Method,f0009dca3cee139f995f384fd503d0e6f1d82525
com.facebook.presto.operator.TableWriterOperator,10,8,presto_1301,Move Method,f0009dca3cee139f995f384fd503d0e6f1d82525
com.facebook.presto.operator.TableWriterOperator,10,8,presto_8824,Rename Attribute,9ee43ab77028158f0d4a322db63138049b351504
com.facebook.presto.operator.TableWriterOperator,10,8,presto_1293,Extract Class,f0009dca3cee139f995f384fd503d0e6f1d82525
com.facebook.presto.operator.TableWriterOperator,10,8,presto_1297,Move Attribute,f0009dca3cee139f995f384fd503d0e6f1d82525
com.facebook.presto.sqlfunction.SqlInvokedRegularFunction,10,5,presto_58,Rename Parameter,a13b4c57bd828d91764771b412c499a6223d3dbb
com.facebook.presto.sqlfunction.SqlInvokedRegularFunction,10,5,presto_59,Change Parameter Type,a13b4c57bd828d91764771b412c499a6223d3dbb
com.facebook.presto.sqlfunction.SqlInvokedRegularFunction,10,5,presto_144,Change Parameter Type,4051fd7ac165d841ac03ff01adca954862589968
com.facebook.presto.sqlfunction.SqlInvokedRegularFunction,10,5,presto_60,Rename Attribute,a13b4c57bd828d91764771b412c499a6223d3dbb
com.facebook.presto.sqlfunction.SqlInvokedRegularFunction,10,5,presto_61,Change Attribute Type,a13b4c57bd828d91764771b412c499a6223d3dbb
com.facebook.presto.raptor.metadata.DatabaseShardManager,6,4,presto_8649,Change Return Type,0195ffd4368b1595952d21477cf83df695719255
com.facebook.presto.raptor.metadata.DatabaseShardManager,6,4,presto_8651,Change Parameter Type,0195ffd4368b1595952d21477cf83df695719255
com.facebook.presto.raptor.metadata.DatabaseShardManager,6,4,presto_8650,Change Attribute Type,0195ffd4368b1595952d21477cf83df695719255
com.facebook.presto.raptor.metadata.DatabaseShardManager,6,4,presto_8648,Change Return Type,0195ffd4368b1595952d21477cf83df695719255
com.facebook.presto.cost.PlanNodeStatsEstimateMath,25,13,presto_3280,Change Parameter Type,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.cost.PlanNodeStatsEstimateMath,25,13,presto_3287,Change Variable Type,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.cost.PlanNodeStatsEstimateMath,25,13,presto_8662,Extract Method,5f6be90dfd3d6bc450992411a4e1dd74217305b7
com.facebook.presto.cost.PlanNodeStatsEstimateMath,25,13,presto_3281,Change Parameter Type,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.cost.PlanNodeStatsEstimateMath,25,13,presto_3284,Change Variable Type,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.cost.PlanNodeStatsEstimateMath,25,13,presto_8663,Rename Variable,5f6be90dfd3d6bc450992411a4e1dd74217305b7
com.facebook.presto.cost.PlanNodeStatsEstimateMath,25,13,presto_3282,Change Variable Type,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.cost.PlanNodeStatsEstimateMath,25,13,presto_3283,Change Variable Type,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.cost.PlanNodeStatsEstimateMath,25,13,presto_8661,Rename Method,5f6be90dfd3d6bc450992411a4e1dd74217305b7
com.facebook.presto.cost.PlanNodeStatsEstimateMath,25,13,presto_3279,Change Return Type,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.cost.PlanNodeStatsEstimateMath,25,13,presto_3286,Change Variable Type,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.cost.PlanNodeStatsEstimateMath,25,13,presto_3285,Change Variable Type,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.cost.PlanNodeStatsEstimateMath,25,13,presto_3288,Change Variable Type,45140a31d5921cc8ee739a5686d76e0520fe2d7f
com.facebook.presto.operator.scalar.annotations.ParametricScalarImplementation.Parser,12,6,presto_6679,Rename Attribute,4a071818b034793d9eeae9ca158538026dc9a049
com.facebook.presto.operator.scalar.annotations.ParametricScalarImplementation.Parser,12,6,presto_6680,Change Attribute Type,4a071818b034793d9eeae9ca158538026dc9a049
com.facebook.presto.operator.scalar.annotations.ParametricScalarImplementation.Parser,12,6,presto_6676,Change Parameter Type,4a071818b034793d9eeae9ca158538026dc9a049
com.facebook.presto.operator.scalar.annotations.ParametricScalarImplementation.Parser,12,6,presto_6677,Rename Parameter,4a071818b034793d9eeae9ca158538026dc9a049
com.facebook.presto.operator.scalar.annotations.ParametricScalarImplementation.Parser,12,6,presto_6678,Change Parameter Type,4a071818b034793d9eeae9ca158538026dc9a049
com.facebook.presto.operator.scalar.annotations.ParametricScalarImplementation.Parser,12,6,presto_6675,Rename Parameter,4a071818b034793d9eeae9ca158538026dc9a049
com.facebook.presto.elasticsearch.ElasticsearchRecordCursor,2,2,presto_1537,Inline Variable,4222738e57bdf55b44c26f8b2f0c5c0ed1b7ca17
com.facebook.presto.elasticsearch.ElasticsearchRecordCursor,2,2,presto_1538,Inline Variable,4222738e57bdf55b44c26f8b2f0c5c0ed1b7ca17
com.facebook.presto.raptor.TestRaptorIntegrationSmokeTestMySql,1,1,presto_6225,Move Class,5b3c7d0cc986894a996d98080f6ccee8ef5eef92
com.facebook.presto.sql.planner.PartitioningProviderManager,3,3,presto_1140,Move Method,85efb9356acec97a7fae3bc8c8f67e91c351ef6d
com.facebook.presto.sql.planner.PartitioningProviderManager,3,3,presto_1141,Move Method,85efb9356acec97a7fae3bc8c8f67e91c351ef6d
com.facebook.presto.sql.planner.PartitioningProviderManager,3,3,presto_1139,Extract Class,85efb9356acec97a7fae3bc8c8f67e91c351ef6d
com.facebook.presto.sql.planner.iterative.rule.TransformExistsApplyToLateralNode,21,11,presto_8163,Rename Parameter,8810c2904afe109a28dfb47c5931d5b51807880e
com.facebook.presto.sql.planner.iterative.rule.TransformExistsApplyToLateralNode,21,11,presto_5932,Move Attribute,13e1d0bc303af57738fa83becb862b621c21012a
com.facebook.presto.sql.planner.iterative.rule.TransformExistsApplyToLateralNode,21,11,presto_5071,Change Variable Type,e7dc62c152647c7e41aac84234aba40c04133438
com.facebook.presto.sql.planner.iterative.rule.TransformExistsApplyToLateralNode,21,11,presto_8164,Change Parameter Type,8810c2904afe109a28dfb47c5931d5b51807880e
com.facebook.presto.sql.planner.iterative.rule.TransformExistsApplyToLateralNode,21,11,presto_6518,Change Attribute Type,1aaac63a865647e4f2746f43d688a7cb7f08a35f
com.facebook.presto.sql.planner.iterative.rule.TransformExistsApplyToLateralNode,21,11,presto_7165,Rename Attribute,8d329026227f0d9a08edb773f7b9ce480bc11a69
com.facebook.presto.sql.planner.iterative.rule.TransformExistsApplyToLateralNode,21,11,presto_5915,Merge Attribute,13e1d0bc303af57738fa83becb862b621c21012a
com.facebook.presto.sql.planner.iterative.rule.TransformExistsApplyToLateralNode,21,11,presto_3978,Change Variable Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.TransformExistsApplyToLateralNode,21,11,presto_3977,Change Variable Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.TransformExistsApplyToLateralNode,21,11,presto_3976,Change Variable Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.TransformExistsApplyToLateralNode,21,11,presto_7166,Change Attribute Type,8d329026227f0d9a08edb773f7b9ce480bc11a69
com.facebook.presto.sql.planner.iterative.Memo.Group,4,2,presto_7441,Change Attribute Type,c8d69e3f8b9b90b833a70e0bdafe8a9c9f459297
com.facebook.presto.sql.planner.iterative.Memo.Group,4,2,presto_7316,Rename Attribute,6332099f4e5ca1922f5a995b8453db5b79b2cd2e
com.facebook.presto.sql.relational.TestRowExpressionTranslator.TestFunctionTranslator,2,1,presto_540,Rename Parameter,9092cb7b41638de8c5ec4046b632be89f66c5e7b
com.facebook.presto.plugin.base.security.ForwardingSystemAccessControl,4,2,presto_7626,Change Parameter Type,4bfaa6864becb33d4fcb2ca6933beec4ad7ce9f9
com.facebook.presto.plugin.base.security.ForwardingSystemAccessControl,4,2,presto_7625,Change Parameter Type,4bfaa6864becb33d4fcb2ca6933beec4ad7ce9f9
com.facebook.presto.hive.AbstractTestHiveClient,54,28,presto_5648,Change Attribute Type,76ea27ef63012c5ed198e971462e6be081b05956
com.facebook.presto.hive.AbstractTestHiveClient,54,28,presto_5649,Change Attribute Type,76ea27ef63012c5ed198e971462e6be081b05956
com.facebook.presto.hive.AbstractTestHiveClient,54,28,presto_7890,Extract Method,8fe7678053ab017491f10fe34f4dd9ebe1b98631
com.facebook.presto.hive.AbstractTestHiveClient,54,28,presto_1558,Extract Method,3750cd66ca3da387d8320e5198ee498cba432952
com.facebook.presto.hive.AbstractTestHiveClient,54,28,presto_6777,Extract Method,f27bcd519be56dc53a5a38a825d7d2ff54dfac59
com.facebook.presto.hive.AbstractTestHiveClient,54,28,presto_7585,Extract Method,a653b2ca5feb42176c880e208a3e2de15d08dd1f
com.facebook.presto.hive.AbstractTestHiveClient,54,28,presto_1556,Extract Method,3750cd66ca3da387d8320e5198ee498cba432952
com.facebook.presto.hive.AbstractTestHiveClient,54,28,presto_1563,Rename Variable,3750cd66ca3da387d8320e5198ee498cba432952
com.facebook.presto.hive.AbstractTestHiveClient,54,28,presto_848,Rename Variable,e489b0683239c57d50d2d5b27491a2a435001fcd
com.facebook.presto.hive.AbstractTestHiveClient,54,28,presto_897,Change Variable Type,1d61bc7889e9d7c3a3b42196fbc6d2ba55a0040c
com.facebook.presto.hive.AbstractTestHiveClient,54,28,presto_1561,Rename Variable,3750cd66ca3da387d8320e5198ee498cba432952
com.facebook.presto.hive.AbstractTestHiveClient,54,28,presto_2401,Change Return Type,1be91cd1ef0ca1d4c5811105f5a98908a5db20e3
com.facebook.presto.hive.AbstractTestHiveClient,54,28,presto_1560,Rename Variable,3750cd66ca3da387d8320e5198ee498cba432952
com.facebook.presto.hive.AbstractTestHiveClient,54,28,presto_1552,Inline Method,3750cd66ca3da387d8320e5198ee498cba432952
com.facebook.presto.hive.AbstractTestHiveClient,54,28,presto_5647,Change Attribute Type,76ea27ef63012c5ed198e971462e6be081b05956
com.facebook.presto.hive.AbstractTestHiveClient,54,28,presto_1551,Rename Parameter,3750cd66ca3da387d8320e5198ee498cba432952
com.facebook.presto.hive.AbstractTestHiveClient,54,28,presto_1557,Extract Method,3750cd66ca3da387d8320e5198ee498cba432952
com.facebook.presto.hive.AbstractTestHiveClient,54,28,presto_5651,Change Attribute Type,76ea27ef63012c5ed198e971462e6be081b05956
com.facebook.presto.hive.AbstractTestHiveClient,54,28,presto_1559,Rename Variable,3750cd66ca3da387d8320e5198ee498cba432952
com.facebook.presto.hive.AbstractTestHiveClient,54,28,presto_1554,Change Variable Type,3750cd66ca3da387d8320e5198ee498cba432952
com.facebook.presto.hive.AbstractTestHiveClient,54,28,presto_1553,Extract Method,3750cd66ca3da387d8320e5198ee498cba432952
com.facebook.presto.hive.AbstractTestHiveClient,54,28,presto_7584,Extract Method,a653b2ca5feb42176c880e208a3e2de15d08dd1f
com.facebook.presto.hive.AbstractTestHiveClient,54,28,presto_5934,Replace Variable With Attribute,8d1894b05691b0822cc1e1d0c1bb6042797eb79c
com.facebook.presto.hive.AbstractTestHiveClient,54,28,presto_1555,Parameterize Variable,3750cd66ca3da387d8320e5198ee498cba432952
com.facebook.presto.hive.AbstractTestHiveClient,54,28,presto_5650,Change Attribute Type,76ea27ef63012c5ed198e971462e6be081b05956
com.facebook.presto.hive.AbstractTestHiveClient,54,28,presto_2400,Change Return Type,1be91cd1ef0ca1d4c5811105f5a98908a5db20e3
com.facebook.presto.hive.AbstractTestHiveClient,54,28,presto_1562,Rename Variable,3750cd66ca3da387d8320e5198ee498cba432952
com.facebook.presto.hive.AbstractTestHiveClient,54,28,presto_5935,Replace Variable With Attribute,8d1894b05691b0822cc1e1d0c1bb6042797eb79c
te partitionKeys : List<HivePartitionKey> from class com.facebook.presto.hive.HiveSplitPartitionInfo,2,2,presto_5818,Move Attribute,029aa841fbf083ff64e2d9e4fdce541b5766683d
te partitionKeys : List<HivePartitionKey> from class com.facebook.presto.hive.HiveSplitPartitionInfo,2,2,presto_5813,Move Attribute,029aa841fbf083ff64e2d9e4fdce541b5766683d
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_3945,Rename Variable,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_4367,Rename Parameter,7ee6759aa0178fe26e9131e966209b76e5be150a
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_3935,Rename Method,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_2545,Change Parameter Type,a8bf2a97f887515876809b24f3d8b9e272be1732
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_2561,Change Variable Type,a8bf2a97f887515876809b24f3d8b9e272be1732
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_2553,Rename Variable,a8bf2a97f887515876809b24f3d8b9e272be1732
com.facebook.presto.sql.planner.iterative.rule.ExtractSpatialJoins,98,50,presto_4371,Rename Variable,7ee6759aa0178fe26e9131e966209b76e5be150a
